,觀測時間(day),測站氣壓(hPa),最高氣溫(℃),最低氣溫(℃),相對溼度(%)
733,5,1017.4,18.2,14.9,89
734,6,1017.0,16.2,14.0,90
735,7,1019.9,14.1,9.6,89
736,8,1023.1,9.6,7.3,88
737,9,1023.0,10.7,8.3,60
738,10,1020.8,16.1,10.1,62
739,11,1020.9,13.0,9.5,94
740,12,1019.8,13.7,8.7,75
741,13,1016.2,20.4,6.8,68
742,14,1014.1,21.9,9.3,67
743,15,1012.5,23.5,11.1,72
744,16,1015.5,22.5,14.3,73
745,17,1022.6,14.9,12.2,77
746,18,1020.1,16.4,12.8,65
747,19,1017.9,20.9,13.8,65
748,20,1014.9,24.4,17.4,71
749,21,1011.6,29.8,19.5,68
750,22,1008.2,25.7,20.6,84
751,23,1010.2,22.7,19.0,85
752,24,1015.5,19.5,16.7,75
753,25,1014.9,22.9,16.5,74
754,26,1013.7,23.4,15.0,81
755,27,1014.7,19.7,17.2,82
756,28,1018.5,18.2,13.6,80
757,29,1021.6,16.6,14.5,56
758,30,1019.6,22.2,14.6,61
759,31,1018.1,24.3,14.3,64
