,觀測時間(day),測站氣壓(hPa),最高氣溫(℃),最低氣溫(℃),相對溼度(%)
732,3,1012.8,26.6,22.0,84
733,4,1017.3,23.8,19.9,85
734,5,1019.9,21.5,19.5,80
735,6,1017.8,24.8,19.4,80
736,7,1015.8,26.6,21.5,83
737,8,1016.4,24.1,21.7,90
738,9,1014.1,30.7,23.4,69
739,10,1014.2,31.1,20.8,76
740,11,1013.5,29.9,23.6,82
741,12,1012.8,30.4,21.5,83
742,13,1015.1,28.5,21.9,80
743,14,1015.4,27.0,23.1,73
744,15,1013.9,30.4,21.7,74
745,16,1013.9,25.4,22.0,86
746,17,1013.3,29.2,20.9,82
747,18,1014.6,29.1,22.4,79
748,19,1013.4,28.5,23.4,76
749,20,1013.1,26.6,22.7,78
750,21,1013.3,27.0,23.1,77
751,22,1012.2,30.3,23.7,79
752,23,1014.7,24.2,20.3,92
753,24,1015.3,21.3,20.4,96
754,25,1013.8,24.7,20.0,94
755,26,1014.0,23.9,20.1,87
756,27,1012.1,29.0,21.6,77
757,28,1012.0,32.3,20.7,81
758,29,1012.4,31.3,22.7,80
759,30,1020.2,24.2,17.2,81
