,觀測時間(day),測站氣壓(hPa),最高氣溫(℃),最低氣溫(℃),相對溼度(%)
732,4,1015.2,27.9,17.2,74
733,5,1013.3,28.9,19.9,75
734,6,1013.3,30.1,20.4,76
735,7,1014.3,28.7,18.5,77
736,8,1015.6,26.8,17.6,76
737,9,1015.8,28.1,17.5,79
738,10,1016.4,26.0,17.3,79
739,11,1016.3,27.0,18.5,77
740,12,1015.1,29.5,19.3,72
741,13,1014.4,27.3,19.1,74
742,14,1012.8,27.4,17.7,72
743,15,1011.6,27.7,18.6,69
744,16,1010.4,29.9,20.0,64
745,17,1009.9,31.9,20.4,64
746,18,1010.0,29.9,20.1,78
747,19,1009.4,29.5,20.5,75
748,20,1008.1,29.9,21.7,73
749,21,1011.2,28.8,16.8,73
750,22,1017.1,19.5,15.9,72
751,23,1015.9,25.1,16.1,72
752,24,1012.7,23.7,18.4,83
753,25,1012.7,28.8,15.8,68
754,26,1011.7,29.5,18.3,71
755,27,1009.0,30.5,21.3,72
756,28,1006.3,30.7,23.4,76
757,29,1005.5,29.6,22.3,79
758,30,1004.6,30.0,24.3,83
759,31,1005.0,30.6,23.7,80
