,觀測時間(day),測站氣壓(hPa),最高氣溫(℃),最低氣溫(℃),相對溼度(%)
748,17,999.2,18.8,14.3,87
749,18,999.8,16.5,13.8,93
750,19,1001.5,16.2,10.9,93
751,20,1007.2,11.1,8.4,89
752,21,1005.6,14.3,9.4,90
753,22,1005.4,14.9,12.7,91
754,23,1007.7,13.1,11.1,91
755,24,1009.1,14.1,10.7,81
756,25,1006.2,19.4,11.5,81
757,26,1004.3,21.5,15.3,83
758,27,1003.2,20.5,15.6,69
759,28,1001.5,26.2,16.6,65
