,觀測時間(day),測站氣壓(hPa),最高氣溫(℃),最低氣溫(℃),相對溼度(%)
744,16,1006.1,23.8,10.2,71
745,17,1010.6,20.0,12.1,63
746,18,1010.7,20.5,9.8,66
747,19,1009.1,23.3,10.9,67
748,20,1007.7,25.0,12.3,76
749,21,1004.7,30.4,15.7,75
750,22,1001.1,25.4,18.3,83
751,23,1002.8,25.9,17.7,81
752,24,1006.5,23.8,15.2,74
753,25,1007.4,25.0,14.8,71
754,26,1006.4,24.6,13.6,75
755,27,1006.8,23.4,14.2,80
756,28,1009.6,21.6,14.2,75
757,29,1010.3,22.8,13.5,55
758,30,1012.0,23.6,12.2,69
759,31,1011.8,23.8,12.5,65
